run,randomSeed,stopTime,manip,numPlayers,strat,network
289,29117641,500,LIM_ED,900,ALWAYS_BUY,WATTS
11,29083231,500,NONE,200,PRICE,WATTS
3941,29104086,500,NONE,700,PRICE,WATTS
5654,29121148,500,NONE,900,PRICE,RANDOM
69,29215385,500,BIAS_BOX,200,COIN_FLIP,WATTS
84,29215564,500,BIAS_BOX,400,PRICE,RANDOM
129,30073828,500,FAV_PLAYER,200,COIN_FLIP,WATTS
144,30073904,500,FAV_PLAYER,400,PRICE,RANDOM
159,30177063,500,FAV_PLAYER,700,COIN_FLIP,WATTS
176,30123988,500,FAV_PLAYER,1000,ALWAYS_BUY,RANDOM
191,30135884,500,FREE_BOX,200,PRICE,WATTS
206,30185641,500,FREE_BOX,500,ALWAYS_BUY,RANDOM
217,29152661,500,FREE_BOX,700,ALWAYS_BUY,WATTS
232,29152820,500,FREE_BOX,900,COIN_FLIP,RANDOM
247,29181930,500,LIM_ED,200,ALWAYS_BUY,WATTS
262,29181985,500,LIM_ED,400,COIN_FLIP,RANDOM
277,29182495,500,LIM_ED,700,ALWAYS_BUY,WATTS
292,29182656,500,LIM_ED,900,COIN_FLIP,RANDOM
12,29083638,500,NONE,200,PRICE,RANDOM
42,29103441,500,NONE,700,PRICE,RANDOM
75,29254087,500,BIAS_BOX,300,COIN_FLIP,WATTS
90,29254273,500,BIAS_BOX,500,PRICE,RANDOM
105,29926189,500,BIAS_BOX,800,COIN_FLIP,WATTS
,29844350,500,BIAS_BOX,1000,COIN_FLIP,WATTS
132,29844953,500,FAV_PLAYER,200,PRICE,RANDOM
147,29901817,500,FAV_PLAYER,500,COIN_FLIP,WATTS
162,29902222,500,FAV_PLAYER,700,PRICE,RANDOM
177,30091732,500,FAV_PLAYER,1000,COIN_FLIP,WATTS
192,30092162,500,FREE_BOX,200,PRICE,RANDOM
207,30145881,500,FREE_BOX,500,COIN_FLIP,WATTS
223,29177039,500,FREE_BOX,800,ALWAYS_BUY,WATTS
238,29177348,500,FREE_BOX,1000,COIN_FLIP,RANDOM
253,29215796,500,LIM_ED,300,ALWAYS_BUY,WATTS
268,29215883,500,LIM_ED,500,COIN_FLIP,RANDOM
283,29217275,500,LIM_ED,800,ALWAYS_BUY,WATTS
298,29217489,500,LIM_ED,1000,COIN_FLIP,RANDOM
14,29084521,500,NONE,300,ALWAYS_BUY,RANDOM
29,29086189,500,NONE,500,PRICE,WATTS
44,29127127,500,NONE,800,ALWAYS_BUY,RANDOM
59,29134086,500,NONE,1000,PRICE,WATTS
74,29236529,500,BIAS_BOX,300,ALWAYS_BUY,RANDOM
89,29236782,500,BIAS_BOX,500,PRICE,WATTS
104,29899438,500,BIAS_BOX,800,ALWAYS_BUY,RANDOM
119,29905727,500,BIAS_BOX,1000,PRICE,WATTS
134,30160315,500,FAV_PLAYER,300,ALWAYS_BUY,RANDOM
12,25869613,500,NONE,169,LATTICE,PRICE
127,25882963,500,NONE,324,LATTICE,PRICE
342,25895495,500,NONE,529,LATTICE,PRICE
457,25913122,500,NONE,784,LATTICE,PRICE
63,25929333,500,NONE,900,LATTICE,PRICE
78,25967969,500,BIAS_BOX,144,LATTICE,PRICE
93,25976735,500,BIAS_BOX,289,LATTICE,PRICE
117,25971372,500,BIAS_BOX,625,LATTICE,PRICE
125,25876439,500,BIAS_BOX,784,LATTICE,COIN_FLIP
140,25877073,500,FAV_PLAYER,100,LATTICE,COIN_FLIP
155,25877133,500,FAV_PLAYER,225,LATTICE,COIN_FLIP
170,25877224,500,FAV_PLAYER,400,LATTICE,COIN_FLIP
185,25877358,500,FAV_PLAYER,625,LATTICE,COIN_FLIP
200,25877706,500,FAV_PLAYER,900,LATTICE,COIN_FLIP
215,25878146,500,FREE_BOX,144,LATTICE,COIN_FLIP
230,25878217,500,FREE_BOX,289,LATTICE,COIN_FLIP
2248,25878326,500,FREE_BOX,529,LATTICE,COIN_FLIP
2263,25878658,500,FREE_BOX,784,LATTICE,COIN_FLIP
275,25879127,500,FREE_BOX,1024,LATTICE,COIN_FLIP
290,25880028,500,LIM_ED,196,LATTICE,COIN_FLIP
305,25880089,500,LIM_ED,361,LATTICE,COIN_FLIP
320,25880184,500,LIM_ED,576,LATTICE,COIN_FLIP
335,25880317,500,LIM_ED,841,LATTICE,COIN_FLIP
6,25869690,500,NONE,121,LATTICE,PRICE
21,25880401,500,NONE,256,LATTICE,PRICE
36,25890439,500,NONE,441,LATTICE,PRICE
51,25906396,500,NONE,676,LATTICE,PRICE
66,25932948,500,NONE,961,LATTICE,PRICE
81,25972703,500,BIAS_BOX,169,LATTICE,PRICE
96,25982502,500,BIAS_BOX,324,LATTICE,PRICE
152,25876615,500,FAV_PLAYER,196,LATTICE,COIN_FLIP
167,25876711,500,FAV_PLAYER,361,LATTICE,COIN_FLIP
182,25876884,500,FAV_PLAYER,576,LATTICE,COIN_FLIP
220,25877745,500,FREE_BOX,196,LATTICE,ALWAYS_BUY
287,25879428,500,LIM_ED,169,LATTICE,COIN_FLIP
302,25879484,500,LIM_ED,324,LATTICE,COIN_FLIP
317,25879589,500,LIM_ED,529,LATTICE,COIN_FLIP
332,25879759,500,LIM_ED,784,LATTICE,COIN_FLIP
