"run","tick","toString","Threshold"
1,159.0,"1",8
1,160.0,"1",9
1,161.0,"1",10
1,162.0,"1",10
1,163.0,"1",10
1,164.0,"1",10
1,165.0,"1",9
1,166.0,"1",10
1,167.0,"1",9
1,168.0,"1",10
1,169.0,"1",9
1,170.0,"1",10
1,171.0,"1",10
1,172.0,"1",10
1,173.0,"1",10
1,174.0,"1",10
1,175.0,"1",9
1,176.0,"1",8
1,177.0,"1",7
1,178.0,"1",8
1,179.0,"1",7
1,180.0,"1",8
1,181.0,"1",9
1,182.0,"1",10
1,183.0,"1",9
1,184.0,"1",10
1,185.0,"1",9
1,186.0,"1",10
1,187.0,"1",9
1,188.0,"1",10
1,189.0,"1",9
1,190.0,"1",10
1,191.0,"1",9
1,192.0,"1",10
1,193.0,"1",9
1,194.0,"1",10
1,195.0,"1",9
1,196.0,"1",10
1,197.0,"1",9
1,198.0,"1",10
1,199.0,"1",9
1,200.0,"1",10
1,201.0,"1",9
1,202.0,"1",10
1,203.0,"1",10
1,204.0,"1",10
1,205.0,"1",9
1,206.0,"1",10
1,207.0,"1",10
1,208.0,"1",9
1,209.0,"1",10
1,210.0,"1",10
1,211.0,"1",10
1,212.0,"1",9
1,213.0,"1",10
1,214.0,"1",10
1,215.0,"1",10
1,216.0,"1",10
1,217.0,"1",10
1,218.0,"1",10
1,219.0,"1",9
1,220.0,"1",10
1,221.0,"1",10
1,222.0,"1",9
1,223.0,"1",8
1,224.0,"1",9
1,225.0,"1",8
1,226.0,"1",9
1,227.0,"1",10
1,228.0,"1",9
1,229.0,"1",8
1,230.0,"1",9
1,231.0,"1",10
1,232.0,"1",10
1,233.0,"1",10
1,234.0,"1",9
1,235.0,"1",8
1,236.0,"1",9
1,237.0,"1",8
1,238.0,"1",9
1,239.0,"1",10
1,240.0,"1",10
1,241.0,"1",10
1,242.0,"1",10
1,243.0,"1",10
1,244.0,"1",9
1,245.0,"1",8
1,246.0,"1",9
1,247.0,"1",8
1,248.0,"1",9
1,249.0,"1",10
1,250.0,"1",10
1,251.0,"1",9
1,252.0,"1",10
1,253.0,"1",10
1,254.0,"1",10
1,255.0,"1",10
1,256.0,"1",10
1,257.0,"1",10
1,258.0,"1",10
1,259.0,"1",10
1,260.0,"1",10
1,261.0,"1",9
1,262.0,"1",10
1,263.0,"1",10
1,264.0,"1",9
1,265.0,"1",10
1,266.0,"1",10
1,267.0,"1",9
1,268.0,"1",8
1,269.0,"1",9
1,270.0,"1",8
1,271.0,"1",9
1,272.0,"1",10
1,273.0,"1",10
1,274.0,"1",10
1,275.0,"1",10
1,276.0,"1",10
1,277.0,"1",10
1,278.0,"1",9
1,279.0,"1",8
1,280.0,"1",7
1,281.0,"1",6
1,282.0,"1",5
1,283.0,"1",6
1,284.0,"1",7
1,285.0,"1",8
1,286.0,"1",7
1,287.0,"1",8
1,288.0,"1",9
1,289.0,"1",10
1,290.0,"1",10
1,291.0,"1",10
1,292.0,"1",10
1,293.0,"1",10
1,294.0,"1",10
1,295.0,"1",9
1,296.0,"1",10
1,297.0,"1",10
1,298.0,"1",9
1,299.0,"1",8
1,300.0,"1",7
1,301.0,"1",8
1,302.0,"1",9
1,303.0,"1",10
1,304.0,"1",10
1,305.0,"1",10
1,306.0,"1",10
1,307.0,"1",9
1,308.0,"1",10
1,309.0,"1",9
1,310.0,"1",10
1,311.0,"1",9
1,312.0,"1",10
1,313.0,"1",10
1,314.0,"1",10
1,315.0,"1",10
1,316.0,"1",10
1,317.0,"1",10
1,318.0,"1",9
1,319.0,"1",10
1,320.0,"1",10
1,321.0,"1",10
1,322.0,"1",9
1,323.0,"1",10
1,324.0,"1",10
1,325.0,"1",10
1,326.0,"1",10
1,327.0,"1",10
1,328.0,"1",10
1,329.0,"1",9
1,330.0,"1",10
1,331.0,"1",10
1,332.0,"1",9
1,333.0,"1",10
1,334.0,"1",9
1,335.0,"1",10
1,336.0,"1",10
1,337.0,"1",10
1,338.0,"1",10
1,339.0,"1",10
1,340.0,"1",10
1,341.0,"1",9
1,342.0,"1",10
1,343.0,"1",9
1,344.0,"1",10
1,345.0,"1",10
1,346.0,"1",10
1,347.0,"1",9
1,348.0,"1",10
1,349.0,"1",10
1,350.0,"1",10
1,351.0,"1",9
1,352.0,"1",10
1,353.0,"1",10
1,354.0,"1",9
1,355.0,"1",8
1,356.0,"1",9
1,357.0,"1",8
1,358.0,"1",7
1,359.0,"1",8
1,360.0,"1",9
1,361.0,"1",8
1,362.0,"1",7
1,363.0,"1",8
1,364.0,"1",7
1,365.0,"1",6
1,366.0,"1",7
1,367.0,"1",8
1,368.0,"1",9
1,369.0,"1",10
1,370.0,"1",10
1,371.0,"1",9
1,372.0,"1",10
1,373.0,"1",10
1,374.0,"1",10
1,375.0,"1",10
1,376.0,"1",10
1,377.0,"1",10
1,378.0,"1",10
1,379.0,"1",10
1,380.0,"1",10
1,381.0,"1",9
1,382.0,"1",8
1,383.0,"1",9
1,384.0,"1",10
1,385.0,"1",10
1,386.0,"1",10
1,387.0,"1",10
1,388.0,"1",9
1,389.0,"1",10
1,390.0,"1",10
1,391.0,"1",10
1,392.0,"1",9
1,393.0,"1",10
1,394.0,"1",10
1,395.0,"1",10
1,396.0,"1",10
1,397.0,"1",10
1,398.0,"1",10
1,399.0,"1",9
1,400.0,"1",8
1,401.0,"1",7
1,402.0,"1",8
1,403.0,"1",9
1,404.0,"1",10
1,405.0,"1",10
1,406.0,"1",10
1,407.0,"1",10
1,408.0,"1",10
1,409.0,"1",9
1,410.0,"1",10
1,411.0,"1",9
1,412.0,"1",8
1,413.0,"1",9
1,414.0,"1",10
1,415.0,"1",9
1,416.0,"1",10
1,417.0,"1",10
1,418.0,"1",10
1,419.0,"1",10
1,420.0,"1",10
1,421.0,"1",9
1,422.0,"1",10
1,423.0,"1",9
1,424.0,"1",10
1,425.0,"1",10
1,426.0,"1",10
1,427.0,"1",10
1,428.0,"1",10
1,429.0,"1",10
1,430.0,"1",10
1,431.0,"1",10
1,432.0,"1",9
1,433.0,"1",10
1,434.0,"1",9
1,435.0,"1",8
1,436.0,"1",9
1,437.0,"1",10
1,438.0,"1",9
1,439.0,"1",8
1,440.0,"1",9
1,441.0,"1",8
1,442.0,"1",9
1,443.0,"1",10
1,444.0,"1",10
1,445.0,"1",10
1,446.0,"1",10
1,447.0,"1",10
1,448.0,"1",9
1,449.0,"1",10
1,450.0,"1",9
1,451.0,"1",10
1,452.0,"1",10
1,453.0,"1",10
1,454.0,"1",9
1,455.0,"1",10
1,456.0,"1",10
1,457.0,"1",10
1,458.0,"1",9
1,459.0,"1",10
1,460.0,"1",10
1,461.0,"1",10
1,462.0,"1",9
1,463.0,"1",10
1,464.0,"1",9
1,465.0,"1",8
1,466.0,"1",9
1,467.0,"1",10
1,468.0,"1",10
1,469.0,"1",10
1,470.0,"1",10
1,471.0,"1",9
1,472.0,"1",8
1,473.0,"1",7
1,474.0,"1",8
1,475.0,"1",9
1,476.0,"1",10
1,477.0,"1",10
1,478.0,"1",10
1,479.0,"1",9
1,480.0,"1",8
1,481.0,"1",9
1,482.0,"1",8
1,483.0,"1",9
1,484.0,"1",10
1,485.0,"1",10
1,486.0,"1",10
1,487.0,"1",10
1,488.0,"1",10
1,489.0,"1",10
1,490.0,"1",10
1,491.0,"1",10
1,492.0,"1",10
1,493.0,"1",9
1,494.0,"1",10
1,495.0,"1",10
1,496.0,"1",10
1,497.0,"1",9
1,498.0,"1",10
1,499.0,"1",9
1,500.0,"1",10
3,1.0,"2",4
3,2.0,"2",4
3,3.0,"2",3
3,4.0,"2",3
3,5.0,"2",3
3,6.0,"2",3
3,7.0,"2",3
3,8.0,"2",2
3,9.0,"2",2
3,10.0,"2",2
3,11.0,"2",2
3,12.0,"2",2
3,13.0,"2",1
3,14.0,"2",1
3,15.0,"2",1
3,16.0,"2",1
3,17.0,"2",1
3,18.0,"2",1
3,19.0,"2",1
3,20.0,"2",1
3,21.0,"2",1
3,22.0,"2",1
3,23.0,"2",1
3,24.0,"2",1
3,25.0,"2",1
3,26.0,"2",1
3,27.0,"2",1
3,28.0,"2",1
3,29.0,"2",1
3,30.0,"2",1
3,31.0,"2",1
3,32.0,"2",1
3,33.0,"2",1
3,34.0,"2",1
3,35.0,"2",1
3,36.0,"2",1
3,37.0,"2",1
3,38.0,"2",1
3,39.0,"2",1
3,40.0,"2",1
3,41.0,"2",1
3,42.0,"2",1
3,43.0,"2",1
3,44.0,"2",1
3,45.0,"2",1
3,46.0,"2",1
3,47.0,"2",1
3,48.0,"2",1
3,49.0,"2",1
3,50.0,"2",1
3,51.0,"2",1
3,52.0,"2",1
3,53.0,"2",1
3,54.0,"2",1
3,55.0,"2",1
3,56.0,"2",1
3,57.0,"2",1
3,58.0,"2",1
3,59.0,"2",1
3,60.0,"2",1
3,61.0,"2",1
3,62.0,"2",1
3,63.0,"2",1
3,64.0,"2",1
3,65.0,"2",1
3,66.0,"2",1
3,67.0,"2",1
3,68.0,"2",1
3,69.0,"2",1
3,70.0,"2",1
3,71.0,"2",1
3,72.0,"2",1
3,73.0,"2",1
3,74.0,"2",1
3,75.0,"2",1
3,76.0,"2",1
3,77.0,"2",1
3,78.0,"2",1
3,79.0,"2",1
3,80.0,"2",1
3,81.0,"2",1
3,82.0,"2",1
3,83.0,"2",1
3,84.0,"2",1
3,85.0,"2",1
3,86.0,"2",1
3,87.0,"2",1
3,88.0,"2",1
3,89.0,"2",1
3,90.0,"2",1
3,91.0,"2",1
3,92.0,"2",1
3,93.0,"2",1
3,94.0,"2",1
3,95.0,"2",1
3,96.0,"2",1
3,97.0,"2",1
3,98.0,"2",1
3,99.0,"2",1
3,100.0,"2",1
3,101.0,"2",1
3,102.0,"2",1
3,103.0,"2",1
3,104.0,"2",1
3,105.0,"2",1
3,106.0,"2",1
3,107.0,"2",1
3,108.0,"2",1
3,109.0,"2",1
3,110.0,"2",1
3,111.0,"2",1
3,112.0,"2",1
3,113.0,"2",1
3,114.0,"2",1
3,115.0,"2",1
3,116.0,"2",1
3,117.0,"2",1
3,118.0,"2",1
3,119.0,"2",1
3,120.0,"2",1
3,121.0,"2",1
3,122.0,"2",1
3,123.0,"2",1
3,124.0,"2",1
3,125.0,"2",1
3,126.0,"2",1
3,127.0,"2",1
3,128.0,"2",1
3,129.0,"2",1
3,130.0,"2",1
3,131.0,"2",1
3,132.0,"2",1
3,133.0,"2",1
3,134.0,"2",1
3,135.0,"2",1
3,136.0,"2",1
3,137.0,"2",1
3,138.0,"2",1
3,139.0,"2",1
3,140.0,"2",1
3,141.0,"2",1
3,142.0,"2",1
3,143.0,"2",1
3,144.0,"2",1
3,145.0,"2",1
3,146.0,"2",1
3,147.0,"2",1
3,148.0,"2",1
3,149.0,"2",1
3,150.0,"2",1
3,151.0,"2",1
3,152.0,"2",1
3,153.0,"2",1
3,154.0,"2",1
3,155.0,"2",1
3,156.0,"2",1
3,157.0,"2",1
3,158.0,"2",1
3,159.0,"2",1
3,160.0,"2",1
3,161.0,"2",1
3,162.0,"2",1
3,163.0,"2",1
3,164.0,"2",1
3,165.0,"2",1
3,166.0,"2",1
3,167.0,"2",1
3,168.0,"2",1
3,169.0,"2",1
3,170.0,"2",1
3,171.0,"2",1
3,172.0,"2",1
3,173.0,"2",1
3,174.0,"2",1
3,175.0,"2",1
3,176.0,"2",1
3,177.0,"2",1
3,178.0,"2",1
3,179.0,"2",1
3,180.0,"2",1
3,181.0,"2",1
3,182.0,"2",1
3,183.0,"2",1
3,184.0,"2",1
3,185.0,"2",1
3,186.0,"2",1
3,187.0,"2",1
3,188.0,"2",1
3,189.0,"2",1
3,190.0,"2",1
3,191.0,"2",1
3,192.0,"2",1
3,193.0,"2",1
3,194.0,"2",1
3,195.0,"2",1
3,196.0,"2",1
3,197.0,"2",1
3,198.0,"2",1
3,199.0,"2",1
3,200.0,"2",1
3,201.0,"2",1
3,202.0,"2",1
3,203.0,"2",1
3,204.0,"2",1
3,205.0,"2",1
3,206.0,"2",1
3,207.0,"2",1
3,208.0,"2",1
3,209.0,"2",1
3,210.0,"2",1
3,211.0,"2",1
3,212.0,"2",1
3,213.0,"2",1
3,214.0,"2",1
3,215.0,"2",1
3,216.0,"2",1
3,217.0,"2",1
3,218.0,"2",1
3,219.0,"2",1
3,220.0,"2",1
3,221.0,"2",1
3,222.0,"2",1
3,223.0,"2",1
3,224.0,"2",1
3,225.0,"2",1
3,226.0,"2",1
3,227.0,"2",1
3,228.0,"2",1
3,229.0,"2",1
3,230.0,"2",1
3,231.0,"2",1
3,232.0,"2",1
3,233.0,"2",1
3,234.0,"2",1
3,235.0,"2",1
3,236.0,"2",1
3,237.0,"2",1
3,238.0,"2",1
3,239.0,"2",1
3,240.0,"2",1
3,241.0,"2",1
3,242.0,"2",1
3,243.0,"2",1
3,244.0,"2",1
3,245.0,"2",1
3,246.0,"2",1
3,247.0,"2",1
3,248.0,"2",1
3,249.0,"2",1
3,250.0,"2",1
3,251.0,"2",1
3,252.0,"2",1
3,253.0,"2",1
3,254.0,"2",1
3,255.0,"2",1
3,256.0,"2",1
3,257.0,"2",1
3,258.0,"2",1
3,259.0,"2",1
3,260.0,"2",1
3,261.0,"2",1
3,262.0,"2",1
3,263.0,"2",1
3,264.0,"2",1
3,265.0,"2",1
3,266.0,"2",1
3,267.0,"2",1
3,268.0,"2",1
3,269.0,"2",1
3,270.0,"2",1
3,271.0,"2",1
3,272.0,"2",1
3,273.0,"2",1
3,274.0,"2",1
3,275.0,"2",1
3,276.0,"2",1
3,277.0,"2",1
3,278.0,"2",1
3,279.0,"2",1
3,280.0,"2",1
3,281.0,"2",1
3,282.0,"2",1
3,283.0,"2",1
3,284.0,"2",1
3,285.0,"2",1
3,286.0,"2",1
3,287.0,"2",1
3,288.0,"2",1
3,289.0,"2",1
3,290.0,"2",1
3,291.0,"2",1
3,292.0,"2",1
3,293.0,"2",1
3,294.0,"2",1
3,295.0,"2",1
3,296.0,"2",1
3,297.0,"2",1
3,298.0,"2",1
3,299.0,"2",1
3,300.0,"2",1
3,301.0,"2",1
3,302.0,"2",1
3,303.0,"2",1
3,304.0,"2",1
3,305.0,"2",1
3,306.0,"2",1
3,307.0,"2",1
3,308.0,"2",1
3,309.0,"2",1
3,310.0,"2",1
3,311.0,"2",1
3,312.0,"2",1
3,313.0,"2",1
3,314.0,"2",1
3,315.0,"2",1
3,316.0,"2",1
3,317.0,"2",1
3,318.0,"2",1
3,319.0,"2",1
3,320.0,"2",1
3,321.0,"2",1
3,322.0,"2",1
3,323.0,"2",1
3,324.0,"2",1
3,325.0,"2",1
3,326.0,"2",1
3,327.0,"2",1
3,328.0,"2",1
3,329.0,"2",1
3,330.0,"2",1
3,331.0,"2",1
3,332.0,"2",1
3,333.0,"2",1
3,334.0,"2",1
3,335.0,"2",1
3,336.0,"2",1
3,337.0,"2",1
3,338.0,"2",1
3,339.0,"2",1
3,340.0,"2",1
3,341.0,"2",1
3,342.0,"2",1
3,343.0,"2",1
3,344.0,"2",1
3,345.0,"2",1
3,346.0,"2",1
3,347.0,"2",1
3,348.0,"2",1
3,349.0,"2",1
3,350.0,"2",1
3,351.0,"2",1
3,352.0,"2",1
3,353.0,"2",1
3,354.0,"2",1
3,355.0,"2",1
3,356.0,"2",1
3,357.0,"2",1
3,358.0,"2",1
3,359.0,"2",1
3,360.0,"2",1
3,361.0,"2",1
3,362.0,"2",1
3,363.0,"2",1
3,364.0,"2",1
3,365.0,"2",1
3,366.0,"2",1
3,367.0,"2",1
3,368.0,"2",1
3,369.0,"2",1
3,370.0,"2",1
3,371.0,"2",1
3,372.0,"2",1
3,373.0,"2",1
3,374.0,"2",1
3,375.0,"2",1
3,376.0,"2",1
3,377.0,"2",1
3,378.0,"2",1
3,379.0,"2",1
3,380.0,"2",1
3,381.0,"2",1
3,382.0,"2",1
3,383.0,"2",1
3,384.0,"2",1
3,385.0,"2",1
3,386.0,"2",1
3,387.0,"2",1
3,388.0,"2",1
3,389.0,"2",1
3,390.0,"2",1
3,391.0,"2",1
3,392.0,"2",1
3,393.0,"2",1
3,394.0,"2",1
3,395.0,"2",1
3,396.0,"2",1
3,397.0,"2",1
3,398.0,"2",1
3,399.0,"2",1
3,400.0,"2",1
3,401.0,"2",1
3,402.0,"2",1
3,403.0,"2",1
3,404.0,"2",1
3,405.0,"2",1
3,406.0,"2",1
3,407.0,"2",1
3,408.0,"2",1
3,409.0,"2",1
3,410.0,"2",1
3,411.0,"2",1
3,412.0,"2",1
3,413.0,"2",1
3,414.0,"2",1
3,415.0,"2",1
3,416.0,"2",1
3,417.0,"2",1
3,418.0,"2",1
3,419.0,"2",1
3,420.0,"2",1
3,421.0,"2",1
3,422.0,"2",1
3,423.0,"2",1
3,424.0,"2",1
3,425.0,"2",1
3,426.0,"2",1
3,427.0,"2",1
3,428.0,"2",1
3,429.0,"2",1
3,430.0,"2",1
3,431.0,"2",1
3,432.0,"2",1
3,433.0,"2",1
3,434.0,"2",1
3,435.0,"2",1
3,436.0,"2",1
3,437.0,"2",1
3,438.0,"2",1
3,439.0,"2",1
3,440.0,"2",1
3,441.0,"2",1
3,442.0,"2",1
3,443.0,"2",1
3,444.0,"2",1
3,445.0,"2",1
3,446.0,"2",1
3,447.0,"2",1
3,448.0,"2",1
3,449.0,"2",1
3,450.0,"2",1
3,451.0,"2",1
3,452.0,"2",1
3,453.0,"2",1
3,454.0,"2",1
3,455.0,"2",1
3,456.0,"2",1
3,457.0,"2",1
3,458.0,"2",1
3,459.0,"2",1
3,460.0,"2",1
3,461.0,"2",1
3,462.0,"2",1
3,463.0,"2",1
3,464.0,"2",1
3,465.0,"2",1
3,466.0,"2",1
3,467.0,"2",1
3,468.0,"2",1
3,469.0,"2",1
3,470.0,"2",1
3,471.0,"2",1
3,472.0,"2",1
3,473.0,"2",1
3,474.0,"2",1
3,475.0,"2",1
3,476.0,"2",1
3,477.0,"2",1
3,478.0,"2",1
3,479.0,"2",1
3,480.0,"2",1
3,481.0,"2",1
3,482.0,"2",1
3,483.0,"2",1
3,484.0,"2",1
3,485.0,"2",1
3,486.0,"2",1
3,487.0,"2",1
3,488.0,"2",1
3,489.0,"2",1
3,490.0,"2",1
3,491.0,"2",1
3,492.0,"2",1
3,493.0,"2",1
3,494.0,"2",1
3,495.0,"2",1
3,496.0,"2",1
3,497.0,"2",1
3,498.0,"2",1
3,499.0,"2",1
3,500.0,"2",1
2,1.0,"1",5
2,2.0,"1",6
2,3.0,"1",7
2,4.0,"1",8
2,5.0,"1",9
2,6.0,"1",10
2,7.0,"1",10
2,8.0,"1",10
2,9.0,"1",10
2,10.0,"1",10
2,11.0,"1",10
2,12.0,"1",9
2,13.0,"1",9
2,14.0,"1",9
2,15.0,"1",10
2,16.0,"1",9
2,17.0,"1",10
2,18.0,"1",10
2,19.0,"1",10
2,20.0,"1",9
2,21.0,"1",10
2,22.0,"1",9
2,23.0,"1",9
2,24.0,"1",10
2,25.0,"1",10
2,26.0,"1",10
2,27.0,"1",10
2,28.0,"1",10
2,29.0,"1",10
2,30.0,"1",10
2,31.0,"1",10
2,32.0,"1",10
2,33.0,"1",10
2,34.0,"1",9
2,35.0,"1",8
2,36.0,"1",7
2,37.0,"1",6
2,38.0,"1",5
2,39.0,"1",6
2,40.0,"1",6
2,41.0,"1",5
2,42.0,"1",5
2,43.0,"1",5
2,44.0,"1",5
2,45.0,"1",6
2,46.0,"1",7
2,47.0,"1",7
2,48.0,"1",8
2,49.0,"1",7
2,50.0,"1",7
2,51.0,"1",7
2,52.0,"1",7
2,53.0,"1",7
2,54.0,"1",8
2,55.0,"1",9
2,56.0,"1",9
2,57.0,"1",8
2,58.0,"1",8
2,59.0,"1",7
2,60.0,"1",8
2,61.0,"1",9
2,62.0,"1",8
2,63.0,"1",9
2,64.0,"1",10
2,65.0,"1",10
2,66.0,"1",9
2,67.0,"1",10
2,68.0,"1",10
2,69.0,"1",10
2,70.0,"1",9
2,71.0,"1",10
2,72.0,"1",10
2,73.0,"1",9
2,74.0,"1",9
2,75.0,"1",10
2,76.0,"1",10
2,77.0,"1",9
2,78.0,"1",10
2,79.0,"1",10
2,80.0,"1",10
2,81.0,"1",10
2,82.0,"1",10
2,83.0,"1",9
2,84.0,"1",8
2,85.0,"1",9
2,86.0,"1",8
2,87.0,"1",8
2,88.0,"1",9
2,89.0,"1",10
2,90.0,"1",10
2,91.0,"1",10
2,92.0,"1",10
2,93.0,"1",9
2,94.0,"1",8
2,95.0,"1",9
2,96.0,"1",8
2,97.0,"1",7
2,98.0,"1",7
2,99.0,"1",8
2,100.0,"1",9
2,101.0,"1",10
2,102.0,"1",10
2,103.0,"1",10
2,104.0,"1",9
2,105.0,"1",10
2,106.0,"1",9
2,107.0,"1",9
2,108.0,"1",10
2,109.0,"1",10
2,110.0,"1",10
2,111.0,"1",9
2,112.0,"1",10
2,113.0,"1",10
2,114.0,"1",9
2,115.0,"1",8
2,116.0,"1",7
2,117.0,"1",7
2,118.0,"1",7
2,119.0,"1",8
2,120.0,"1",7
2,121.0,"1",7
2,122.0,"1",7
2,123.0,"1",8
2,124.0,"1",8
2,125.0,"1",9
2,126.0,"1",10
2,127.0,"1",9
2,128.0,"1",10
2,129.0,"1",10
2,130.0,"1",10
2,131.0,"1",9
2,132.0,"1",10
2,133.0,"1",10
2,134.0,"1",10
2,135.0,"1",10
2,136.0,"1",10
2,137.0,"1",10
2,138.0,"1",10
2,139.0,"1",9
2,140.0,"1",10
2,141.0,"1",9
2,142.0,"1",8
2,143.0,"1",7
2,144.0,"1",8
2,145.0,"1",9
2,146.0,"1",10
2,147.0,"1",10
2,148.0,"1",10
2,149.0,"1",10
2,150.0,"1",10
2,151.0,"1",10
2,152.0,"1",10
2,153.0,"1",9
2,154.0,"1",8
2,155.0,"1",8
2,156.0,"1",7
2,157.0,"1",7
2,158.0,"1",6
2,159.0,"1",7
2,160.0,"1",7
2,161.0,"1",7
2,162.0,"1",7
2,163.0,"1",8
2,164.0,"1",9
2,165.0,"1",8
2,166.0,"1",9
2,167.0,"1",8
2,168.0,"1",8
2,169.0,"1",7
2,170.0,"1",8
2,171.0,"1",7
2,172.0,"1",8
2,173.0,"1",9
2,174.0,"1",10
2,175.0,"1",9
2,176.0,"1",10
2,177.0,"1",10
2,178.0,"1",10
2,179.0,"1",9
2,180.0,"1",10
2,181.0,"1",10
2,182.0,"1",9
2,183.0,"1",10
2,184.0,"1",10
2,185.0,"1",10
2,186.0,"1",9
2,187.0,"1",10
2,188.0,"1",9
2,189.0,"1",10
2,190.0,"1",10
2,191.0,"1",10
2,192.0,"1",10
2,193.0,"1",10
2,194.0,"1",9
2,195.0,"1",8
2,196.0,"1",9
2,197.0,"1",10
2,198.0,"1",10
2,199.0,"1",10
2,200.0,"1",10
2,201.0,"1",10
2,202.0,"1",9
2,203.0,"1",8
2,204.0,"1",9
2,205.0,"1",10
2,206.0,"1",9
2,207.0,"1",10
2,208.0,"1",10
2,209.0,"1",10
2,210.0,"1",10
2,211.0,"1",9
2,212.0,"1",10
2,213.0,"1",10
2,214.0,"1",9
2,215.0,"1",8
2,216.0,"1",9
2,217.0,"1",8
2,218.0,"1",8
2,219.0,"1",9
2,220.0,"1",8
2,221.0,"1",9
2,222.0,"1",10
2,223.0,"1",9
2,224.0,"1",8
2,225.0,"1",8
2,226.0,"1",9
2,227.0,"1",10
2,228.0,"1",9
2,229.0,"1",10
2,230.0,"1",10
2,231.0,"1",10
2,232.0,"1",9
2,233.0,"1",10
2,234.0,"1",10
2,235.0,"1",10
2,236.0,"1",9
2,237.0,"1",10
2,238.0,"1",9
2,239.0,"1",10
2,240.0,"1",10
2,241.0,"1",10
2,242.0,"1",10
2,243.0,"1",9
2,244.0,"1",10
2,245.0,"1",10
2,246.0,"1",9
2,247.0,"1",10
2,248.0,"1",10
2,249.0,"1",9
2,250.0,"1",10
2,251.0,"1",10
2,252.0,"1",9
2,253.0,"1",8
2,254.0,"1",9
2,255.0,"1",10
2,256.0,"1",10
2,257.0,"1",10
2,258.0,"1",10
2,259.0,"1",9
2,260.0,"1",10
2,261.0,"1",9
2,262.0,"1",10
2,263.0,"1",9
2,264.0,"1",10
2,265.0,"1",9
2,266.0,"1",10
2,267.0,"1",10
2,268.0,"1",10
2,269.0,"1",10
2,270.0,"1",10
