"run","timeSinceLastPurchase","tick"
1,0.0,150.0
1,0.0,151.0
1,0.0,152.0
1,0.0,153.0
1,0.0,154.0
1,0.0,155.0
1,0.0,156.0
1,0.0,157.0
1,0.0,158.0
1,0.0,159.0
1,0.0,160.0
1,0.0,161.0
1,0.0,162.0
1,0.0,163.0
1,0.0,164.0
1,0.0,165.0
1,0.0,166.0
1,0.0,167.0
1,0.0,168.0
1,0.0,169.0
1,0.0,170.0
1,0.0,171.0
1,0.0,172.0
1,0.0,173.0
1,0.0,174.0
1,0.0,175.0
1,0.0,176.0
1,0.0,177.0
1,0.0,178.0
1,0.0,179.0
1,0.0,180.0
1,0.0,181.0
1,0.0,182.0
1,0.0,183.0
1,0.0,184.0
1,0.0,185.0
1,0.0,186.0
1,0.0,187.0
1,0.0,188.0
1,0.0,189.0
1,0.0,190.0
1,0.0,191.0
1,0.0,192.0
1,0.0,193.0
1,0.0,194.0
1,0.0,195.0
1,0.0,196.0
1,0.0,197.0
1,0.0,198.0
1,0.0,199.0
1,0.0,200.0
1,0.0,201.0
1,0.0,202.0
1,0.0,203.0
1,0.0,204.0
1,0.0,205.0
1,0.0,206.0
1,0.0,207.0
1,0.0,208.0
1,0.0,209.0
1,0.0,210.0
1,0.0,211.0
1,0.0,212.0
1,0.0,213.0
1,0.0,214.0
1,0.0,215.0
1,0.0,216.0
1,0.0,217.0
1,0.0,218.0
1,0.0,219.0
1,0.0,220.0
1,0.0,221.0
1,0.0,222.0
1,0.0,223.0
1,0.0,224.0
1,0.0,225.0
1,0.0,226.0
1,0.0,227.0
1,0.0,228.0
1,0.0,229.0
1,0.0,230.0
1,0.0,231.0
1,0.0,232.0
1,0.0,233.0
1,0.0,234.0
1,0.0,235.0
1,0.0,236.0
1,0.0,237.0
1,0.0,238.0
1,0.0,239.0
1,0.0,240.0
1,0.0,241.0
1,0.0,242.0
1,0.0,243.0
1,0.0,244.0
1,0.0,245.0
1,0.0,246.0
1,0.0,247.0
1,0.0,248.0
1,0.0,249.0
1,0.0,250.0
1,0.0,251.0
1,0.0,252.0
1,0.0,253.0
1,0.0,254.0
1,0.0,255.0
1,0.0,256.0
1,0.0,257.0
1,0.0,258.0
1,0.0,259.0
1,0.0,260.0
1,0.0,261.0
1,0.0,262.0
1,0.0,263.0
1,0.0,264.0
1,0.0,265.0
1,0.0,266.0
1,0.0,267.0
1,0.0,268.0
1,0.0,269.0
1,0.0,270.0
1,0.0,271.0
1,0.0,272.0
1,0.0,273.0
1,0.0,274.0
1,0.0,275.0
1,0.0,276.0
1,0.0,277.0
1,0.0,278.0
1,0.0,279.0
1,0.0,280.0
1,0.0,281.0
1,0.0,282.0
1,0.0,283.0
1,0.0,284.0
1,0.0,285.0
1,0.0,286.0
1,0.0,287.0
1,0.0,288.0
1,0.0,289.0
1,0.0,290.0
1,0.0,291.0
1,0.0,292.0
1,0.0,293.0
1,0.0,294.0
1,0.0,295.0
1,0.0,296.0
1,0.0,297.0
1,0.0,298.0
1,0.0,299.0
1,0.0,300.0
1,0.0,301.0
1,0.0,302.0
1,0.0,303.0
1,0.0,304.0
1,0.0,305.0
1,0.0,306.0
1,0.0,307.0
1,0.0,308.0
1,0.0,309.0
1,0.0,310.0
1,0.0,311.0
1,0.0,312.0
1,0.0,313.0
1,0.0,314.0
1,0.0,315.0
1,0.0,316.0
1,0.0,317.0
1,0.0,318.0
1,0.0,319.0
1,0.0,320.0
1,0.0,321.0
1,0.0,322.0
1,0.0,323.0
1,0.0,324.0
1,0.0,325.0
1,0.0,326.0
1,0.0,327.0
1,0.0,328.0
1,0.0,329.0
1,0.0,330.0
1,0.0,331.0
1,0.0,332.0
1,0.0,333.0
1,0.0,334.0
1,0.0,335.0
1,0.0,336.0
1,0.0,337.0
1,0.0,338.0
1,0.0,339.0
1,0.0,340.0
1,0.0,341.0
1,0.0,342.0
1,0.0,343.0
1,0.0,344.0
1,0.0,345.0
1,0.0,346.0
1,0.0,347.0
1,0.0,348.0
1,0.0,349.0
1,0.0,350.0
1,0.0,351.0
1,0.0,352.0
1,0.0,353.0
1,0.0,354.0
1,0.0,355.0
1,0.0,356.0
1,0.0,357.0
1,0.0,358.0
1,0.0,359.0
1,0.0,360.0
1,0.0,361.0
1,0.0,362.0
1,0.0,363.0
1,0.0,364.0
1,0.0,365.0
1,0.0,366.0
1,0.0,367.0
1,0.0,368.0
1,0.0,369.0
1,0.0,370.0
1,0.0,371.0
1,0.0,372.0
1,0.0,373.0
1,0.0,374.0
1,0.0,375.0
1,0.0,376.0
1,0.0,377.0
1,0.0,378.0
1,0.0,379.0
1,0.0,380.0
1,0.0,381.0
1,0.0,382.0
1,0.0,383.0
1,0.0,384.0
1,0.0,385.0
1,0.0,386.0
1,0.0,387.0
1,0.0,388.0
1,0.0,389.0
1,0.0,390.0
1,0.0,391.0
1,0.0,392.0
1,0.0,393.0
1,0.0,394.0
1,0.0,395.0
1,0.0,396.0
1,0.0,397.0
1,0.0,398.0
1,0.0,399.0
1,0.0,400.0
1,0.0,401.0
1,0.0,402.0
1,0.0,403.0
1,0.0,404.0
1,0.0,405.0
1,0.0,406.0
1,0.0,407.0
1,0.0,408.0
1,0.0,409.0
1,0.0,410.0
1,0.0,411.0
1,0.0,412.0
1,0.0,413.0
1,0.0,414.0
1,0.0,415.0
1,0.0,416.0
1,0.0,417.0
1,0.0,418.0
1,0.0,419.0
1,0.0,420.0
1,0.0,421.0
1,0.0,422.0
1,0.0,423.0
1,0.0,424.0
1,0.0,425.0
1,0.0,426.0
1,0.0,427.0
1,0.0,428.0
1,0.0,429.0
1,0.0,430.0
1,0.0,431.0
1,0.0,432.0
1,0.0,433.0
1,0.0,434.0
1,0.0,435.0
1,0.0,436.0
1,0.0,437.0
1,0.0,438.0
1,0.0,439.0
1,0.0,440.0
1,0.0,441.0
1,0.0,442.0
1,0.0,443.0
1,0.0,444.0
1,0.0,445.0
1,0.0,446.0
1,0.0,447.0
1,0.0,448.0
1,0.0,449.0
1,0.0,450.0
1,0.0,451.0
1,0.0,452.0
1,0.0,453.0
1,0.0,454.0
1,0.0,455.0
1,0.0,456.0
1,0.0,457.0
1,0.0,458.0
1,0.0,459.0
1,0.0,460.0
1,0.0,461.0
1,0.0,462.0
1,0.0,463.0
1,0.0,464.0
1,0.0,465.0
1,0.0,466.0
1,0.0,467.0
1,0.0,468.0
1,0.0,469.0
1,0.0,470.0
1,0.0,471.0
1,0.0,472.0
1,0.0,473.0
1,0.0,474.0
1,0.0,475.0
1,0.0,476.0
1,0.0,477.0
1,0.0,478.0
1,0.0,479.0
1,0.0,480.0
1,0.0,481.0
1,0.0,482.0
1,0.0,483.0
1,0.0,484.0
1,0.0,485.0
1,0.0,486.0
1,0.0,487.0
1,0.0,488.0
1,0.0,489.0
1,0.0,490.0
1,0.0,491.0
1,0.0,492.0
1,0.0,493.0
1,0.0,494.0
1,0.0,495.0
1,0.0,496.0
1,0.0,497.0
1,0.0,498.0
1,0.0,499.0
1,0.0,500.0
16,0.0,1.0
16,0.4819999999999995,2.0
16,0.6969999999999997,3.0
16,0.698000000000001,4.0
16,0.614,5.0
16,0.6020000000000004,6.0
16,0.5579999999999995,7.0
16,0.5069999999999989,8.0
16,0.4920000000000005,9.0
16,0.45400000000000035,10.0
16,0.5070000000000003,11.0
16,0.4840000000000005,12.0
16,0.5309999999999994,13.0
16,0.5549999999999994,14.0
16,0.5800000000000001,15.0
16,0.5630000000000009,16.0
16,0.5899999999999991,17.0
16,0.6540000000000002,18.0
16,0.6569999999999993,19.0
16,0.6330000000000001,20.0
16,0.6490000000000002,21.0
16,0.7000000000000004,22.0
16,0.7360000000000002,23.0
16,0.6999999999999996,24.0
16,0.5880000000000003,25.0
16,0.5579999999999995,26.0
16,0.5379999999999997,27.0
16,0.5479999999999997,28.0
16,0.5210000000000006,29.0
16,0.5350000000000005,30.0
16,0.47900000000000037,31.0
16,0.5089999999999997,32.0
16,0.5150000000000009,33.0
16,0.5079999999999986,34.0
16,0.4570000000000001,35.0
16,0.4410000000000005,36.0
16,0.4319999999999999,37.0
16,0.3930000000000002,38.0
16,0.41900000000000026,39.0
16,0.42800000000000044,40.0
16,0.4509999999999995,41.0
16,0.48399999999999954,42.0
16,0.5159999999999997,43.0
16,0.4889999999999999,44.0
16,0.4959999999999999,45.0
16,0.5330000000000005,46.0
16,0.5670000000000003,47.0
16,0.5459999999999994,48.0
16,0.5620000000000002,49.0
16,0.5330000000000003,50.0
16,0.5420000000000001,51.0
16,0.5810000000000004,52.0
16,0.578000000000001,53.0
16,0.6080000000000008,54.0
16,0.5779999999999997,55.0
16,0.5719999999999994,56.0
16,0.5550000000000009,57.0
16,0.5750000000000003,58.0
16,0.5220000000000007,59.0
16,0.5449999999999995,60.0
16,0.5759999999999986,61.0
16,0.5630000000000008,62.0
16,0.6100000000000003,63.0
16,0.5460000000000009,64.0
16,0.5519999999999995,65.0
16,0.5730000000000003,66.0
16,0.5479999999999998,67.0
16,0.5430000000000009,68.0
16,0.5309999999999995,69.0
16,0.5129999999999998,70.0
16,0.5179999999999997,71.0
16,0.45600000000000035,72.0
16,0.45299999999999985,73.0
16,0.4930000000000002,74.0
16,0.5100000000000009,75.0
16,0.47700000000000004,76.0
16,0.48000000000000037,77.0
16,0.41999999999999976,78.0
16,0.34299999999999997,79.0
16,0.33200000000000024,80.0
16,0.34699999999999986,81.0
16,0.3680000000000002,82.0
16,0.3650000000000001,83.0
16,0.3440000000000006,84.0
16,0.3590000000000001,85.0
16,0.3629999999999998,86.0
16,0.35600000000000004,87.0
16,0.3559999999999999,88.0
16,0.3719999999999998,89.0
16,0.35500000000000004,90.0
16,0.312,91.0
16,0.33199999999999985,92.0
16,0.3309999999999996,93.0
16,0.3379999999999999,94.0
16,0.32099999999999995,95.0
16,0.3329999999999997,96.0
16,0.3,97.0
16,0.2979999999999999,98.0
16,0.3100000000000003,99.0
16,0.2899999999999998,100.0
16,0.3000000000000003,101.0
16,0.30100000000000027,102.0
16,0.3079999999999992,103.0
16,0.34299999999999975,104.0
16,0.2670000000000002,105.0
16,0.2500000000000001,106.0
16,0.2340000000000006,107.0
16,0.2510000000000002,108.0
16,0.27999999999999986,109.0
16,0.3010000000000004,110.0
16,0.3170000000000002,111.0
16,0.33099999999999963,112.0
16,0.3299999999999998,113.0
16,0.2930000000000003,114.0
16,0.27199999999999996,115.0
16,0.2929999999999995,116.0
16,0.2789999999999999,117.0
16,0.27700000000000014,118.0
16,0.30499999999999977,119.0
16,0.3229999999999998,120.0
16,0.3470000000000005,121.0
16,0.3389999999999996,122.0
16,0.2789999999999999,123.0
16,0.291,124.0
16,0.27800000000000036,125.0
16,0.27700000000000025,126.0
16,0.3010000000000004,127.0
16,0.32200000000000023,128.0
16,0.31599999999999956,129.0
16,0.2310000000000003,130.0
16,0.2429999999999999,131.0
16,0.26500000000000035,132.0
16,0.28300000000000036,133.0
16,0.31300000000000006,134.0
16,0.28999999999999987,135.0
16,0.3110000000000001,136.0
16,0.22200000000000006,137.0
16,0.23,138.0
16,0.1960000000000001,139.0
16,0.16799999999999987,140.0
16,0.18500000000000005,141.0
16,0.1989999999999998,142.0
16,0.19499999999999995,143.0
16,0.1960000000000001,144.0
16,0.16900000000000012,145.0
16,0.17700000000000016,146.0
16,0.17699999999999994,147.0
16,0.18100000000000002,148.0
16,0.1930000000000002,149.0
16,0.20900000000000002,150.0
16,0.20200000000000023,151.0
16,0.1599999999999999,152.0
16,0.17300000000000007,153.0
16,0.1869999999999999,154.0
16,0.19300000000000006,155.0
16,0.18900000000000017,156.0
16,0.17599999999999982,157.0
16,0.1700000000000003,158.0
16,0.18499999999999991,159.0
16,0.2000000000000001,160.0
16,0.19899999999999962,161.0
16,0.2100000000000001,162.0
16,0.21499999999999966,163.0
16,0.22600000000000006,164.0
16,0.20699999999999985,165.0
16,0.21700000000000014,166.0
16,0.22600000000000006,167.0
16,0.24000000000000005,168.0
16,0.2210000000000002,169.0
16,0.21200000000000038,170.0
16,0.19799999999999998,171.0
16,0.20100000000000007,172.0
16,0.20099999999999976,173.0
16,0.2079999999999999,174.0
16,0.17100000000000012,175.0
16,0.1909999999999999,176.0
16,0.17199999999999982,177.0
16,0.17699999999999994,178.0
16,0.18100000000000005,179.0
16,0.17000000000000012,180.0
16,0.18899999999999983,181.0
16,0.16300000000000017,182.0
16,0.16199999999999998,183.0
16,0.17400000000000002,184.0
16,0.17200000000000007,185.0
16,0.15399999999999991,186.0
16,0.17000000000000015,187.0
16,0.17300000000000035,188.0
16,0.18900000000000017,189.0
16,0.16300000000000003,190.0
16,0.17800000000000038,191.0
16,0.17300000000000015,192.0
16,0.18300000000000008,193.0
16,0.1830000000000002,194.0
16,0.1309999999999998,195.0
16,0.14499999999999993,196.0
16,0.15900000000000014,197.0
16,0.17399999999999993,198.0
16,0.17600000000000002,199.0
16,0.1910000000000001,200.0
16,0.16500000000000012,201.0
16,0.181,202.0
16,0.17499999999999996,203.0
16,0.1869999999999999,204.0
16,0.19900000000000015,205.0
16,0.19800000000000031,206.0
16,0.19299999999999987,207.0
16,0.185,208.0
16,0.151,209.0
16,0.16500000000000015,210.0
16,0.14999999999999986,211.0
16,0.09100000000000008,212.0
16,0.104,213.0
16,0.10200000000000004,214.0
16,0.09099999999999996,215.0
16,0.10000000000000003,216.0
16,0.11099999999999999,217.0
16,0.12500000000000003,218.0
16,0.11599999999999999,219.0
16,0.11700000000000023,220.0
16,0.12999999999999984,221.0
16,0.12699999999999997,222.0
16,0.10900000000000022,223.0
16,0.12200000000000014,224.0
16,0.12599999999999978,225.0
16,0.1390000000000002,226.0
16,0.1430000000000001,227.0
16,0.13700000000000004,228.0
16,0.1490000000000002,229.0
16,0.15799999999999997,230.0
16,0.16799999999999987,231.0
16,0.17899999999999988,232.0
16,0.15499999999999978,233.0
16,0.147,234.0
16,0.14799999999999985,235.0
16,0.159,236.0
16,0.09999999999999998,237.0
16,0.11100000000000008,238.0
16,0.11100000000000002,239.0
16,0.11700000000000023,240.0
16,0.1259999999999999,241.0
16,0.11700000000000012,242.0
16,0.1170000000000002,243.0
16,0.11800000000000004,244.0
16,0.12199999999999996,245.0
16,0.13099999999999995,246.0
16,0.114,247.0
16,0.12300000000000003,248.0
16,0.125,249.0
16,0.12399999999999994,250.0
16,0.12000000000000009,251.0
16,0.12700000000000009,252.0
16,0.133,253.0
16,0.1419999999999999,254.0
16,0.09700000000000017,255.0
16,0.10600000000000012,256.0
16,0.11500000000000006,257.0
16,0.10800000000000015,258.0
16,0.11000000000000004,259.0
16,0.11200000000000013,260.0
16,0.1079999999999999,261.0
16,0.11500000000000025,262.0
16,0.12300000000000005,263.0
16,0.11899999999999994,264.0
16,0.12800000000000009,265.0
16,0.1350000000000001,266.0
16,0.14299999999999993,267.0
16,0.15200000000000027,268.0
16,0.1339999999999999,269.0
16,0.13900000000000026,270.0
16,0.1449999999999999,271.0
16,0.10400000000000002,272.0
16,0.11200000000000002,273.0
16,0.11500000000000009,274.0
16,0.11599999999999995,275.0
16,0.12300000000000008,276.0
16,0.1310000000000001,277.0
16,0.12000000000000015,278.0
16,0.1270000000000002,279.0
16,0.07600000000000011,280.0
16,0.08300000000000021,281.0
16,0.09000000000000004,282.0
16,0.09700000000000011,283.0
16,0.10400000000000005,284.0
16,0.11100000000000008,285.0
16,0.11799999999999969,286.0
16,0.12499999999999996,287.0
16,0.1320000000000003,288.0
16,0.13900000000000023,289.0
16,0.14600000000000007,290.0
16,0.15300000000000005,291.0
16,0.1419999999999997,292.0
16,0.10499999999999997,293.0
16,0.08799999999999991,294.0
16,0.09500000000000004,295.0
16,0.10199999999999997,296.0
16,0.105,297.0
16,0.09199999999999987,298.0
16,0.07999999999999989,299.0
16,0.08599999999999992,300.0
16,0.056000000000000036,301.0
16,0.05899999999999994,302.0
16,0.06499999999999995,303.0
16,0.0709999999999999,304.0
16,0.07800000000000022,305.0
16,0.03000000000000003,306.0
16,0.03699999999999997,307.0
16,0.041999999999999975,308.0
16,0.048,309.0
16,0.05399999999999999,310.0
16,0.041000000000000036,311.0
16,0.04499999999999996,312.0
16,0.05200000000000004,313.0
16,0.05900000000000002,314.0
16,0.06600000000000007,315.0
16,0.048999999999999856,316.0
16,0.03999999999999998,317.0
16,0.04699999999999996,318.0
16,0.052,319.0
16,0.05900000000000006,320.0
16,0.03499999999999997,321.0
16,0.025999999999999992,322.0
16,0.03200000000000003,323.0
16,0.03800000000000001,324.0
16,0.044999999999999984,325.0
16,0.05200000000000001,326.0
16,0.056000000000000036,327.0
16,0.042,328.0
16,0.03999999999999998,329.0
16,0.03200000000000003,330.0
16,0.03699999999999999,331.0
16,0.030000000000000023,332.0
16,0.007000000000000008,333.0
16,0.011000000000000006,334.0
16,0.011000000000000006,335.0
16,0.015000000000000015,336.0
16,0.019999999999999983,337.0
16,0.02600000000000002,338.0
16,0.024000000000000025,339.0
16,0.02200000000000001,340.0
16,0.026000000000000013,341.0
16,0.030999999999999972,342.0
16,0.03599999999999997,343.0
16,0.041000000000000016,344.0
16,0.03399999999999996,345.0
16,0.038999999999999944,346.0
16,0.044000000000000004,347.0
16,0.033000000000000064,348.0
16,0.033999999999999954,349.0
16,0.024000000000000018,350.0
16,0.028999999999999946,351.0
16,0.030000000000000002,352.0
16,0.03499999999999996,353.0
16,0.03599999999999989,354.0
16,0.035,355.0
16,0.03999999999999997,356.0
16,0.04300000000000003,357.0
16,0.048000000000000195,358.0
16,0.05299999999999997,359.0
16,0.05,360.0
16,0.050999999999999775,361.0
16,0.03300000000000002,362.0
16,0.03499999999999996,363.0
16,0.03999999999999999,364.0
16,0.04500000000000008,365.0
16,0.044999999999999984,366.0
16,0.004999999999999997,367.0
16,0.0020000000000000018,368.0
16,0.007000000000000001,369.0
16,0.008,370.0
16,0.008000000000000007,371.0
16,0.013000000000000003,372.0
16,0.01799999999999996,373.0
16,0.023000000000000003,374.0
16,0.024000000000000018,375.0
16,0.014000000000000012,376.0
16,0.019000000000000024,377.0
16,0.020999999999999998,378.0
16,0.026000000000000013,379.0
16,0.026999999999999986,380.0
16,0.029000000000000012,381.0
16,0.03300000000000004,382.0
16,0.038000000000000006,383.0
16,0.04299999999999996,384.0
16,0.045000000000000026,385.0
16,0.04999999999999999,386.0
16,0.03599999999999997,387.0
16,0.03799999999999992,388.0
16,0.042000000000000016,389.0
16,0.027999999999999962,390.0
16,0.030999999999999972,391.0
16,0.01900000000000001,392.0
16,0.023000000000000003,393.0
16,0.027999999999999997,394.0
16,0.030999999999999948,395.0
16,0.03599999999999995,396.0
16,0.03599999999999998,397.0
16,0.039999999999999994,398.0
16,0.03699999999999998,399.0
16,0.04200000000000002,400.0
16,0.03800000000000002,401.0
16,0.016000000000000018,402.0
16,0.020999999999999998,403.0
16,0.026000000000000027,404.0
16,0.030999999999999965,405.0
16,0.03599999999999996,406.0
16,0.04100000000000002,407.0
16,0.04599999999999997,408.0
16,0.05099999999999997,409.0
16,0.055999999999999966,410.0
16,0.05200000000000005,411.0
16,0.024000000000000025,412.0
16,0.029000000000000012,413.0
16,0.033999999999999954,414.0
16,0.022,415.0
16,0.027000000000000007,416.0
16,0.009,417.0
16,0.01100000000000001,418.0
16,0.016000000000000014,419.0
16,0.021,420.0
16,0.016000000000000014,421.0
16,0.020999999999999977,422.0
16,0.021,423.0
16,0.022000000000000013,424.0
16,0.02600000000000002,425.0
16,0.022000000000000013,426.0
16,0.02499999999999998,427.0
16,0.028999999999999967,428.0
16,0.033999999999999954,429.0
16,0.027999999999999976,430.0
16,0.033000000000000036,431.0
16,0.036,432.0
16,0.039999999999999994,433.0
16,0.044000000000000004,434.0
16,0.048000000000000154,435.0
16,0.05200000000000006,436.0
16,0.05600000000000002,437.0
16,0.04799999999999998,438.0
16,0.051999999999999984,439.0
16,0.04599999999999997,440.0
16,0.05,441.0
16,0.049999999999999885,442.0
16,0.05300000000000001,443.0
16,0.05700000000000002,444.0
16,0.06100000000000007,445.0
16,0.06500000000000002,446.0
16,0.06900000000000003,447.0
16,0.06799999999999992,448.0
16,0.07199999999999991,449.0
16,0.07399999999999989,450.0
16,0.0769999999999999,451.0
16,0.08100000000000017,452.0
16,0.08500000000000013,453.0
16,0.0890000000000002,454.0
16,0.078,455.0
16,0.07699999999999996,456.0
16,0.03599999999999995,457.0
16,0.039,458.0
16,0.04300000000000002,459.0
16,0.04199999999999997,460.0
16,0.042999999999999976,461.0
16,0.046000000000000006,462.0
16,0.05000000000000006,463.0
16,0.05200000000000001,464.0
16,0.014000000000000009,465.0
16,0.016999999999999987,466.0
16,0.01999999999999999,467.0
16,0.024000000000000007,468.0
16,0.026000000000000006,469.0
16,0.030000000000000023,470.0
16,0.03200000000000004,471.0
16,0.03499999999999996,472.0
16,0.025,473.0
16,0.028000000000000018,474.0
16,0.030999999999999965,475.0
16,0.033999999999999975,476.0
16,0.03699999999999998,477.0
16,0.03999999999999998,478.0
16,0.028999999999999988,479.0
16,0.025,480.0
16,0.027000000000000007,481.0
16,0.027000000000000014,482.0
16,0.030000000000000016,483.0
16,0.033000000000000036,484.0
16,0.028999999999999998,485.0
16,0.0010000000000000013,486.0
16,0.004000000000000002,487.0
16,0.0020000000000000018,488.0
16,0.004999999999999998,489.0
16,0.0059999999999999975,490.0
16,0.008999999999999992,491.0
16,0.012000000000000023,492.0
16,0.00700000000000001,493.0
16,0.008999999999999989,494.0
16,0.011000000000000001,495.0
16,0.013,496.0
16,0.01500000000000002,497.0
16,0.01699999999999998,498.0
16,0.018999999999999996,499.0
16,0.021000000000000008,500.0
10,0.0,1.0
10,0.4959999999999997,2.0
10,0.6779999999999995,3.0
10,0.6880000000000007,4.0
10,0.6309999999999993,5.0
10,0.5780000000000003,6.0
10,0.4950000000000007,7.0
10,0.42900000000000027,8.0
10,0.42900000000000016,9.0
10,0.42399999999999965,10.0
10,0.414,11.0
10,0.4410000000000006,12.0
10,0.4709999999999995,13.0
10,0.5110000000000005,14.0
10,0.5059999999999992,15.0
10,0.4600000000000003,16.0
10,0.49100000000000027,17.0
10,0.48499999999999954,18.0
10,0.4859999999999996,19.0
10,0.5079999999999997,20.0
10,0.49599999999999933,21.0
10,0.46199999999999974,22.0
10,0.43499999999999983,23.0
10,0.4360000000000002,24.0
10,0.4739999999999999,25.0
10,0.49099999999999994,26.0
10,0.456,27.0
10,0.47399999999999953,28.0
10,0.4930000000000001,29.0
10,0.4940000000000003,30.0
10,0.4709999999999999,31.0
10,0.41600000000000037,32.0
10,0.42000000000000043,33.0
10,0.4349999999999995,34.0
10,0.4250000000000001,35.0
10,0.42599999999999993,36.0
10,0.3920000000000002,37.0
10,0.4029999999999999,38.0
10,0.439,39.0
10,0.44100000000000017,40.0
10,0.45200000000000023,41.0
10,0.4389999999999997,42.0
10,0.3939999999999997,43.0
10,0.4090000000000004,44.0
10,0.4320000000000001,45.0
10,0.4420000000000001,46.0
10,0.4539999999999999,47.0
10,0.45000000000000023,48.0
10,0.4270000000000002,49.0
10,0.449,50.0
10,0.3610000000000002,51.0
10,0.3720000000000006,52.0
10,0.3679999999999999,53.0
10,0.35699999999999993,54.0
10,0.32099999999999934,55.0
10,0.3220000000000001,56.0
10,0.3079999999999998,57.0
10,0.3239999999999999,58.0
10,0.3329999999999999,59.0
10,0.361,60.0
10,0.2820000000000005,61.0
10,0.30999999999999994,62.0
10,0.29499999999999993,63.0
10,0.2629999999999993,64.0
10,0.26099999999999995,65.0
10,0.28800000000000014,66.0
10,0.31099999999999967,67.0
10,0.2790000000000002,68.0
10,0.2890000000000007,69.0
10,0.3070000000000007,70.0
10,0.32200000000000023,71.0
10,0.3159999999999995,72.0
10,0.32400000000000034,73.0
10,0.31,74.0
10,0.3389999999999998,75.0
10,0.36400000000000043,76.0
10,0.36500000000000055,77.0
10,0.3149999999999999,78.0
10,0.3279999999999997,79.0
10,0.35000000000000003,80.0
10,0.30199999999999994,81.0
10,0.2950000000000001,82.0
10,0.2610000000000001,83.0
10,0.22400000000000003,84.0
10,0.24299999999999986,85.0
10,0.24600000000000022,86.0
10,0.26800000000000057,87.0
10,0.29999999999999977,88.0
10,0.3279999999999995,89.0
10,0.342,90.0
10,0.35100000000000003,91.0
10,0.29700000000000015,92.0
10,0.27700000000000036,93.0
10,0.3079999999999999,94.0
10,0.3169999999999997,95.0
10,0.27899999999999947,96.0
10,0.27399999999999985,97.0
10,0.2979999999999999,98.0
10,0.30999999999999983,99.0
10,0.27999999999999986,100.0
10,0.261,101.0
10,0.2629999999999998,102.0
10,0.24200000000000033,103.0
10,0.2589999999999998,104.0
10,0.25000000000000006,105.0
10,0.2620000000000003,106.0
10,0.2810000000000001,107.0
10,0.24999999999999992,108.0
10,0.21000000000000002,109.0
10,0.21600000000000033,110.0
10,0.229,111.0
