run,getThreshold,tick
10,7.57421875,495
10,7.561523437,496
10,7.564453125,497
10,7.610351562,498
10,7.614257813,499
10,7.658203125,500
11,5,1
11,5.453125,2
11,6.024414063,3
11,6.505859375,4
11,6.922851563,5
11,7.228515625,6
11,7.42578125,7
11,7.5703125,8
11,7.676757812,9
11,7.772460938,10
11,7.854492188,11
11,7.950195313,12
11,8.013671875,13
11,8.1015625,14
11,8.12109375,15
11,8.146484375,16
11,8.262695312,17
11,8.290039063,18
11,8.34765625,19
11,8.395507813,20
11,8.434570313,21
11,8.475585937,22
11,8.430664062,23
11,8.434570313,24
11,8.455078125,25
11,8.462890625,26
11,8.461914062,27
11,8.487304687,28
11,8.46875,29
11,8.453125,30
11,8.50390625,31
11,8.514648438,32
11,8.541015625,33
11,8.547851563,34
11,8.5234375,35
11,8.586914062,36
11,8.59375,37
11,8.6015625,38
11,8.626953125,39
11,8.618164063,40
11,8.650390625,41
11,8.669921875,42
11,8.686523437,43
11,8.719726563,44
11,8.6796875,45
11,8.66015625,46
11,8.616210938,47
11,8.657226562,48
11,8.672851563,49
11,8.642578125,50
11,8.63671875,51
11,8.614257812,52
11,8.666015625,53
11,8.65625,54
11,8.651367187,55
11,8.65625,56
11,8.67578125,57
11,8.681640625,58
11,8.697265625,59
11,8.703125,60
11,8.671875,61
11,8.704101562,62
11,8.677734375,63
11,8.71484375,64
11,8.694335938,65
11,8.723632813,66
11,8.765625,67
11,8.69921875,68
11,8.733398438,69
11,8.736328125,70
11,8.721679688,71
11,8.740234375,72
11,8.731445312,73
11,8.741210937,74
11,8.735351563,75
11,8.725585938,76
11,8.725585937,77
11,8.750976563,78
11,8.747070313,79
11,8.752929688,80
11,8.720703125,81
11,8.69140625,82
11,8.698242187,83
11,8.7109375,84
11,8.733398437,85
11,8.716796875,86
11,8.744140625,87
11,8.715820312,88
11,8.716796875,89
11,8.688476562,90
11,8.689453125,91
11,8.719726563,92
11,8.721679687,93
11,8.721679688,94
11,8.75,95
11,8.735351563,96
11,8.759765625,97
11,8.7578125,98
11,8.759765625,99
11,8.732421875,100
11,8.735351562,101
11,8.744140625,102
11,8.748046875,103
11,8.787109375,104
11,8.7578125,105
11,8.778320313,106
11,8.7890625,107
11,8.771484375,108
11,8.759765625,109
11,8.696289063,110
11,8.711914062,111
11,8.711914062,112
11,8.69140625,113
11,8.634765625,114
11,8.673828125,115
11,8.700195313,116
11,8.692382813,117
11,8.709960937,118
11,8.70703125,119
11,8.720703125,120
11,8.715820313,121
11,8.741210938,122
11,8.743164063,123
11,8.736328125,124
11,8.7578125,125
11,8.790039063,126
11,8.731445313,127
11,8.6875,128
11,8.721679687,129
11,8.688476563,130
11,8.6875,131
11,8.657226563,132
11,8.661132813,133
11,8.725585938,134
11,8.701171875,135
11,8.690429688,136
11,8.72265625,137
11,8.774414063,138
11,8.793945313,139
11,8.830078125,140
11,8.775390625,141
11,8.795898438,142
11,8.80859375,143
11,8.78125,144
11,8.801757813,145
11,8.799804688,146
11,8.838867188,147
11,8.834960938,148
11,8.827148438,149
11,8.8359375,150
11,8.818359375,151
11,8.84765625,152
11,8.81640625,153
11,8.794921875,154
11,8.823242187,155
11,8.827148438,156
11,8.795898438,157
11,8.802734375,158
11,8.771484375,159
11,8.8046875,160
11,8.810546875,161
11,8.7734375,162
11,8.80859375,163
11,8.81640625,164
11,8.770507813,165
11,8.805664063,166
11,8.776367188,167
11,8.754882812,168
11,8.7734375,169
11,8.768554687,170
11,8.787109375,171
11,8.809570313,172
11,8.8046875,173
11,8.817382812,174
11,8.80078125,175
11,8.797851563,176
11,8.754882812,177
11,8.83203125,178
11,8.901367188,179
11,8.919921875,180
11,8.853515625,181
11,8.846679687,182
11,8.831054688,183
11,8.840820313,184
11,8.85546875,185
11,8.8671875,186
11,8.846679688,187
11,8.853515625,188
11,8.841796875,189
11,8.890625,190
11,8.921875,191
11,8.877929687,192
11,8.84765625,193
11,8.864257812,194
11,8.861328125,195
11,8.893554688,196
11,8.916992187,197
11,8.907226563,198
11,8.874023438,199
11,8.861328125,200
11,8.893554688,201
11,8.901367187,202
11,8.899414062,203
11,8.879882812,204
11,8.874023438,205
11,8.848632813,206
11,8.875976562,207
11,8.87890625,208
11,8.899414062,209
11,8.817382812,210
11,8.861328125,211
11,8.84765625,212
11,8.875,213
11,8.875,214
11,8.915039063,215
11,8.901367188,216
11,8.87109375,217
11,8.856445313,218
11,8.875,219
11,8.875976562,220
11,8.885742188,221
11,8.866210937,222
11,8.8515625,223
11,8.83203125,224
11,8.830078125,225
11,8.884765625,226
11,8.891601563,227
11,8.8984375,228
11,8.8828125,229
11,8.901367188,230
11,8.854492188,231
11,8.869140625,232
11,8.850585937,233
11,8.852539062,234
11,8.84375,235
11,8.872070313,236
11,8.901367187,237
11,8.915039062,238
11,8.897460937,239
11,8.916015625,240
11,8.897460937,241
11,8.8828125,242
11,8.913085937,243
11,8.948242188,244
11,9.000976563,245
11,8.981445312,246
11,8.9375,247
11,8.919921875,248
11,8.91015625,249
11,8.879882812,250
11,8.921875,251
11,8.931640625,252
11,8.895507813,253
11,8.896484375,254
11,8.890625,255
11,8.884765625,256
11,8.903320313,257
11,8.915039062,258
11,8.946289062,259
11,8.927734375,260
11,8.948242187,261
11,8.944335937,262
11,8.9375,263
11,8.90625,264
11,8.916015625,265
11,8.904296875,266
11,8.888671875,267
11,8.8984375,268
11,8.918945312,269
11,8.9296875,270
11,8.916992187,271
11,8.916992188,272
11,8.8671875,273
11,8.8984375,274
11,8.9375,275
11,8.954101562,276
11,8.948242188,277
11,8.984375,278
11,8.979492187,279
11,8.979492188,280
11,9.01171875,281
11,8.997070313,282
11,8.973632813,283
11,8.909179687,284
11,8.926757813,285
11,8.903320312,286
11,8.870117187,287
11,8.926757813,288
11,8.930664062,289
11,8.905273437,290
11,8.913085938,291
11,8.885742188,292
11,8.94921875,293
11,8.947265625,294
11,8.92578125,295
11,8.942382813,296
11,8.908203125,297
11,8.958007813,298
11,8.973632812,299
11,9.041992188,300
11,8.997070312,301
11,8.986328125,302
11,8.955078125,303
11,9,304
11,8.942382813,305
11,8.9609375,306
11,8.916992188,307
11,8.927734375,308
11,8.905273437,309
11,8.903320312,310
11,8.926757813,311
11,8.926757812,312
11,8.939453125,313
11,8.876953125,314
11,8.896484375,315
11,8.888671875,316
11,8.88671875,317
11,8.856445312,318
11,8.877929688,319
11,8.879882813,320
11,8.889648438,321
11,8.857421875,322
11,8.8515625,323
11,8.826171875,324
11,8.873046875,325
11,8.94921875,326
11,8.926757813,327
11,8.965820312,328
11,8.94140625,329
11,9.00390625,330
11,8.963867188,331
11,8.916992188,332
11,8.862304688,333
11,8.921875,334
11,8.907226563,335
11,8.94140625,336
11,8.951171875,337
11,8.93359375,338
11,8.963867188,339
11,8.958984375,340
11,9.021484375,341
11,8.990234375,342
11,8.984375,343
11,9.00390625,344
11,8.979492187,345
11,8.98828125,346
11,8.9609375,347
11,8.943359375,348
11,8.9375,349
11,8.946289063,350
11,8.8984375,351
11,8.928710937,352
11,8.934570312,353
11,8.953125,354
11,8.947265625,355
11,8.998046875,356
11,8.8984375,357
11,8.9375,358
11,8.916992188,359
11,8.942382812,360
11,8.981445313,361
11,8.997070312,362
11,8.979492188,363
11,8.969726562,364
11,8.961914062,365
11,8.952148438,366
11,8.908203125,367
11,8.955078125,368
11,8.961914062,369
11,8.961914062,370
11,8.974609375,371
11,8.986328125,372
11,9.013671875,373
11,9.006835938,374
11,8.999023437,375
11,8.981445312,376
11,9.021484375,377
11,9.000976563,378
11,8.991210938,379
11,8.978515625,380
11,8.97265625,381
11,8.987304687,382
11,8.94921875,383
11,8.969726563,384
11,8.938476562,385
11,8.944335938,386
11,8.9453125,387
11,8.9375,388
11,8.924804688,389
11,8.942382812,390
11,8.946289062,391
11,8.9453125,392
11,8.959960938,393
11,9.00390625,394
11,8.96875,395
11,8.952148437,396
11,8.9921875,397
11,9.037109375,398
11,9.002929688,399
11,9.000976562,400
11,8.994140625,401
11,8.966796875,402
11,8.9453125,403
11,8.901367187,404
11,8.905273437,405
11,8.904296875,406
11,8.91796875,407
11,8.91015625,408
11,8.893554687,409
11,8.907226562,410
11,8.9140625,411
11,8.913085938,412
